"V1" "V2" "V3"
"116" 1 3.29053388877978e-21 1.54082357662334e-198
"117" 1 3.42970469190251e-96 3.33050462263399e-281
"118" 1 3.67962748405208e-92 5.85150373714103e-239
"119" 0.999999999999837 1.62933434891073e-13 2.55614629275628e-16
"120" 0.9999999744414 2.55585998520708e-08 7.19297480006862e-57
"121" 0.999999911483893 8.85161067262025e-08 1.78678502848808e-56
"122" 1 1.43369862115902e-24 4.89137789306986e-133
"123" 1 2.41475225355989e-47 1.43322303038309e-80
"124" 1 1.37736673256021e-57 2.57782059700682e-95
"125" 1 2.6050154019179e-19 5.8468894089336e-113
"126" 1 5.50606396963901e-63 3.45687492964628e-89
"127" 1 8.48539188112833e-32 0
"128" 1 4.10716921274948e-46 1.725195652347e-39
"129" 0.999999999999332 1.43093301816701e-30 6.68349910448537e-13
"130" 0.999999999773755 2.26245129186296e-10 2.85775512197452e-53
"131" 1 1.62137078034944e-112 0
"132" 0.999999999999579 4.20035484941156e-13 6.41005633639679e-16
"133" 1 3.85108398166422e-39 5.10455069636633e-29
"134" 0.999999999996533 5.84097306995159e-24 3.46704218787323e-12
"135" 1 1.25443155831374e-42 1.31299975305852e-36
"136" 0.999999417885813 2.8690029854196e-24 5.82114187131764e-07
"137" 0.999999998932574 1.0674255111945e-09 6.14108492029484e-119
"138" 0.999999999999951 1.67837340200764e-26 4.86118003256077e-14
"139" 1 4.78066326922088e-25 3.16916763238109e-48
"140" 0.999999999999995 4.76145224813039e-15 1.13298452761912e-91
"141" 1 5.53113434142144e-25 9.84153989578954e-86
"142" 1 1.88405485557342e-33 9.5823883149686e-65
"143" 1 2.35128962739271e-31 3.55019981147062e-19
"144" 0.999999996094339 3.90566110326573e-09 1.91541026435762e-182
"145" 1 1.15751268744498e-28 2.23027525136536e-226
"146" 0.999999996164836 3.8351644503516e-09 4.47190529006609e-105
"147" 1 5.75607625712933e-23 4.21687637902289e-58
"148" 1 3.2259940732837e-72 3.65845376833225e-187
"149" 1 4.19085730966388e-41 6.18782847041278e-35
"150" 1 4.43935084059657e-43 8.28885451745321e-27
"151" 0.999999997688757 2.7703205950247e-34 2.31124270762745e-09
"152" 1 1.94581079343514e-27 1.00117884113346e-22
"153" 0.999999999999995 5.00680693061327e-15 1.76372144106377e-83
"154" 1 2.52637870057848e-62 9.53262199735204e-106
"155" 1 1.89243821422883e-38 2.39548905607102e-30
"156" 0.999999984794958 4.46556220022762e-26 1.52050419990096e-08
"157" 1 2.13208206255449e-159 0
"158" 1 1.8930339287621e-52 4.92130807226146e-59
"159" 1 9.96788260666823e-61 1.95367264060232e-86
"160" 1 2.75793959877686e-16 5.54863789423153e-118
"161" 1 7.04856757232054e-30 2.13731755802796e-19
"162" 1 2.13051382486719e-21 2.36288384214817e-261
"163" 0.999999999999997 3.4342658753354e-15 1.04309291421501e-104
"164" 0.999999997857252 9.19665412402271e-32 2.1427482375571e-09
"165" 0.999999999999997 2.72089819131691e-15 2.15851869729427e-224
"166" 1 3.58233714141181e-62 3.05609981843334e-145
"167" 1 1.60744217075112e-51 9.80721032972561e-41
"168" 1 2.13288919623541e-61 2.78665489963954e-91
"169" 1 4.62459838018665e-50 3.46904179471417e-70
"170" 1 2.523282770824e-21 0
"171" 0.999999986487985 4.47587832670903e-27 1.35120150468935e-08
"172" 0.999999759980146 1.45524981804358e-30 2.40019854369684e-07
"173" 1 9.2410669534929e-102 8.50873979617965e-287
"174" 0.999999999427767 1.1306980752873e-19 5.72233332655512e-10
"175" 0.999999994663891 4.28395377168048e-30 5.33610878657607e-09
"176" 0.999999999999185 5.02100721236235e-19 8.15401790925836e-13
"177" 1 2.22843602111271e-26 1.31466454286648e-17
"178" 1 4.75211278420264e-18 1.51453277704266e-18
"179" 0.999999998633105 2.67293080492127e-28 1.36689560055641e-09
"180" 1 3.08958201197274e-30 3.61400979955672e-20
"181" 1 1.1521798620381e-60 3.39098987339286e-98
"182" 0.999999999999999 3.31180144722137e-36 6.56101428203043e-16
"183" 0.999999999991427 8.57279255599678e-12 5.05275423659364e-97
"184" 1 7.94704465207764e-83 5.17998567969375e-235
"185" 1 6.44214329273092e-56 2.57059267012915e-52
"186" 1 5.22195057560479e-36 0
"187" 1 5.63932973956382e-20 2.83113558293976e-97
"188" 1 7.27849779331772e-21 5.24179754620886e-37
"189" 1 3.47481321919724e-47 7.90407912816115e-46
"190" 0.99999999999999 3.13845871164321e-25 9.62717587604245e-15
"191" 1 1.2269521120138e-60 7.32259566789924e-95
"192" 1 2.85655248342551e-57 4.95179922706368e-88
"193" 1 1.46054941221912e-20 1.26379959919086e-129
"194" 1 1.69958692963764e-121 0
"195" 1 1.79650831571985e-34 1.74542591368816e-30
"196" 1 1.41631464934561e-18 6.28088419352204e-36
"197" 1 1.40911535668974e-19 2.17845700521116e-53
"198" 0.999999998949315 1.05068504307661e-09 4.96768456872753e-111
"199" 0.999999880504762 2.31889782261791e-28 1.19495237513297e-07
"200" 1 1.70584049489758e-16 2.26165375518956e-104
"201" 1 9.0095663872014e-34 3.77463108597595e-16
"202" 0.999999999999877 2.80348276356099e-35 1.22995578387274e-13
"203" 1 1.59241261543838e-87 1.57321010674951e-252
"204" 1 3.73905348165555e-20 1.24483537563573e-60
"205" 0.999999999999998 7.51149354081996e-21 2.2705939749056e-15
"206" 1 1.31202899179719e-58 1.24532436845805e-83
"207" 1 4.32385183976485e-48 2.53076892009585e-34
"208" 0.99999999966324 3.36759701620053e-10 4.35894419183442e-31
"209" 1 1.60247656011275e-62 2.99184577464842e-97
"210" 0.999999999950998 1.31138963750512e-32 4.90021567249979e-11
"211" 1 8.09433912988384e-51 8.95381883555908e-97
"212" 1 1.41782631387794e-28 2.28271063513441e-225
"213" 0.999984826822858 4.15077129968438e-29 1.51731771416882e-05
"214" 1 1.51569871062218e-41 8.71187820587884e-50
"215" 1 1.28820119820934e-16 1.05297746844095e-193
"216" 0.999999999557289 9.49114307537068e-20 4.42711114293337e-10
"217" 1 2.93276841975341e-19 2.95962034829527e-31
"218" 1 7.30347195052022e-24 9.63938357920344e-142
"219" 0.999999999995734 4.26553280483743e-12 2.64280106000838e-41
"220" 0.9999999999989 3.51900241019309e-34 1.09962551453688e-12
"221" 1 8.76094336581006e-30 1.41633846187482e-19
"222" 0.999983599434365 3.35447131200664e-25 1.64005656350766e-05
"223" 1 2.3010864375715e-18 3.62384922892356e-21
"224" 1 8.29799592285318e-82 3.62411381827901e-217
"225" 1 3.22209394157808e-98 0
"226" 0.999999993663164 6.33683564141136e-09 2.0624865185636e-127
"227" 1 6.42900014943725e-66 1.10614895429739e-129
"228" 1 3.51205531289717e-82 1.36591581158526e-232
"229" 0.999999999850219 1.49781193554789e-10 4.23626840214569e-25
"230" 1 5.49757214627583e-75 2.42542319109375e-161
"231" 0.999999999903926 9.60736072831037e-11 9.57203562248819e-28
"232" 1 1.8801214571834e-44 3.34278834962766e-47
"233" 0.999999999999913 1.20044263363434e-31 8.65394197304566e-14
"234" 1 3.57084232566965e-17 2.60250790215424e-203
"235" 0.999999999997406 2.52241500840595e-30 2.59450703480655e-12
"236" 1 1.77984250825145e-28 7.49441766071201e-97
"237" 1 6.28068219948184e-20 3.86120074894188e-32
"238" 1 3.03560939561879e-68 4.5940215841652e-154
"239" 1 1.59686788098883e-19 1.20282893376871e-69
"240" 1 3.36536404637697e-96 3.32842897953405e-305
"241" 1 7.80800642138534e-18 7.97107139424429e-24
"242" 1 6.84655985991423e-19 1.87247189667537e-39
"243" 0.999999989245182 9.26001088315298e-22 1.07548180118324e-08
"244" 1 8.22283227532666e-120 0
"245" 1 3.85156479494239e-20 3.5693976427389e-30
"246" 1 3.71273483788144e-77 3.13051355771432e-187
"247" 1 3.78377180645506e-22 1.42442161678826e-18
"248" 1 2.81235059331892e-16 5.10108564956693e-114
"249" 0.999999999999666 3.3393604670634e-13 1.10508389098489e-90
"250" 1 3.18493751614937e-45 9.56286038173827e-61
"251" 1 8.42649007916625e-17 2.1345768657038e-117
"252" 0.999996285364831 3.71463516927209e-06 1.19472767457014e-159
"253" 1 2.61638258437104e-38 1.68302084856859e-48
"254" 1 7.09170215900389e-45 2.61970792873382e-61
"255" 0.999999968563822 1.75575140518429e-28 3.14361782856148e-08
"256" 1 1.88437495799853e-16 1.11380323161922e-147
"257" 0.999999998566543 5.97028497362583e-29 1.43345667709529e-09
"258" 1 2.48752280008252e-99 1.68118250901261e-286
"259" 0.999999999999945 3.92792157913579e-33 5.44765549234518e-14
"260" 0.999999999999999 8.38780931470429e-16 3.42060608467797e-26
"261" 1 1.18644128549559e-45 2.2508121975771e-83
"262" 1 3.47319688342262e-46 5.51994907985804e-76
"263" 1 1.21809004761903e-32 5.55074780330953e-20
"264" 1 2.3093729727665e-17 1.91293116584833e-21
"265" 1 2.61095127158218e-18 2.07431429249899e-85
"266" 1 1.24593741373464e-86 8.89935838095874e-200
"267" 0.999999999799318 9.33552388762978e-31 2.00681525776416e-10
"268" 1 2.96763337978153e-24 0
"269" 1 1.2163607968981e-111 0
"270" 0.999999939256462 1.08315646627195e-29 6.07435378451278e-08
"271" 0.999999121116944 2.21052662600395e-23 8.78883055875132e-07
"272" 1 1.16756956774624e-26 2.01811736000033e-19
"273" 0.999999998987319 6.18613449632819e-30 1.0126814767403e-09
"274" 0.999999999443661 4.73959580770965e-32 5.5633941968351e-10
"275" 1 9.64159451090555e-45 1.61074043990224e-18
"276" 1 3.74915038090947e-50 1.14189513901865e-60
"277" 1 5.85892780220017e-80 1.51956059962562e-194
"278" 1 7.3340371661103e-154 0
"279" 1 1.33981387042075e-48 3.3214781685681e-47
"280" 0.999999999999997 2.82936780061912e-15 4.39578290264637e-65
"281" 0.999841802002855 4.19006166223233e-14 0.000158197997103581
"282" 0.999993291221254 6.69748720616112e-28 6.70877874587698e-06
"283" 1 2.40318044202537e-61 2.78324167418916e-65
"284" 1 5.45386793727139e-30 6.46935733191743e-20
"285" 1 6.84375078475065e-57 2.25376580545001e-91
"286" 0.999999999934373 1.38534603171376e-27 6.56264351716599e-11
"287" 1 1.39068563547984e-35 7.47680049710674e-20
"288" 0.999999999957636 2.09564450024561e-30 4.23640109033337e-11
"289" 1 1.51587184252612e-26 7.02631000942154e-27
"290" 1 4.88779915166529e-22 2.72828000766023e-146
"291" 1 2.00689444189577e-19 1.62014931919277e-60
"292" 1 5.52783583202447e-173 0
"293" 0.999999999986009 4.37597265699213e-33 1.39911827525194e-11
"294" 0.999999999999999 7.88383458244187e-16 3.46803498973091e-147
"295" 0.999999999999546 3.07023065049927e-29 4.54419698738022e-13
"296" 1 1.23877590892465e-62 4.6985508481991e-131
"297" 5.00227023267639e-09 6.04409615626271e-15 0.999999994997724
"298" 9.98931620488024e-07 2.17655730574955e-15 0.999999001068377
"299" 1.18852666448933e-15 2.55283851032333e-14 0.999999999999973
"300" 7.91361492468319e-11 1.83654211249896e-13 0.99999999992068
"301" 3.24138061343472e-05 1.20794226885578e-13 0.999967586193745
"302" 2.87263811116603e-10 4.39074080389541e-16 0.999999999712736
"303" 1.82270512242749e-10 9.79835356894464e-13 0.99999999981675
"304" 8.0760044293996e-11 2.5769616199072e-08 0.999999974149624
"305" 7.80818634568776e-15 1.77632301480744e-14 0.999999999999974
"306" 6.78839573733492e-07 3.79858416595995e-11 0.99999932112244
"307" 4.17623527801376e-12 8.30687704216344e-14 0.999999999995741
"308" 2.16906788628392e-08 1.62746781366645e-17 0.999999978309321
"309" 8.09662814794382e-15 3.41927831555528e-22 0.999999999999992
"310" 3.71709761100222e-10 3.62472556985011e-14 0.999999999628254
"311" 1.19454206904244e-12 1.96702391461399e-24 0.999999999998806
"312" 1.37518162874134e-10 8.08434412795234e-14 0.999999999862401
"313" 3.71871006628009e-07 7.93167154260381e-15 0.999999628128985
"314" 4.20993371187476e-07 2.31079988053109e-17 0.999999579006629
"315" 1.69648133850171e-08 5.97171389474062e-11 0.99999998297547
"316" 7.40083011113124e-09 1.62756825175943e-10 0.999999992436413
"317" 9.26001097224455e-07 1.0474920570811e-14 0.999999073998892
"318" 1.38142634485663e-08 1.62191819201185e-15 0.999999986185735
"319" 3.36262375661427e-06 1.31653684215865e-14 0.99999663737623
"320" 1.67559947332634e-08 8.99119546843303e-20 0.999999983244005
"321" 1.71031991004532e-12 4.19918202952656e-11 0.999999999956298
"322" 1.17609472245653e-09 1.70143150214652e-17 0.999999998823905
"323" 3.82222188599504e-09 1.83672208532304e-12 0.999999996175941
"324" 5.96180684948501e-09 1.49848606667385e-15 0.999999994038192
"325" 6.58478556210337e-15 4.04152386059914e-20 0.999999999999993
"326" 6.42553268819524e-10 2.44536787918421e-16 0.999999999357447
"327" 3.26275586648563e-05 5.42830071453192e-16 0.999967372441335
"328" 2.4187048326051e-11 1.79500251545655e-18 0.999999999975813
"329" 8.15483900547761e-10 1.33821852384724e-18 0.999999999184516
"330" 9.23797475824328e-07 1.64011350831671e-15 0.999999076202522
"331" 1.61257653945795e-09 1.64580328171959e-15 0.999999998387422
"332" 4.24178660087418e-10 9.42017994353267e-17 0.999999999575821
"333" 3.59668240009819e-07 2.10334134325159e-16 0.99999964033176
"334" 6.44227772775714e-10 3.90493938042094e-15 0.999999999355768
"335" 6.25973597496194e-06 3.23277233507714e-16 0.999993740264025
"336" 3.48420284919864e-06 1.6935202694473e-13 0.999996515796981
"337" 4.71249490716329e-10 2.84789427798903e-09 0.999999996680856
"338" 1.88245304059105e-08 6.26275019434404e-15 0.999999981175463
"339" 2.72604131983212e-12 4.71717226115283e-20 0.999999999997274
"340" 1.02889902936911e-07 3.66190849968337e-12 0.999999897106435
"341" 0.00012847445205739 1.81571515892251e-23 0.999871525547943
"342" 8.18339242727201e-11 5.82562673107944e-17 0.999999999918166
"343" 1.90242406226757e-08 1.88399344030593e-10 0.99999998078736
"344" 9.1470835826064e-15 1.25221993490838e-18 0.999999999999991
"345" 3.42813246286628e-12 2.79732511927781e-15 0.999999999996569
"346" 2.98613876921111e-07 6.82771858706797e-14 0.999999701386055
"347" 4.71795293943454e-08 1.18838993307969e-12 0.999999952819282
"348" 9.74853327353315e-09 1.53691600369571e-13 0.999999990251313
"349" 3.00101607789241e-09 3.43029393773767e-16 0.999999996998984
"350" 2.03115645225969e-07 2.68947961555636e-15 0.999999796884352
"351" 2.62512906242256e-14 7.21171178832725e-18 0.999999999999974
"352" 3.24559970104061e-06 7.85833978469362e-15 0.999996754400291
"353" 8.83705232141876e-14 6.32499153697031e-14 0.999999999999848
"354" 7.60584360740591e-11 9.31717539362469e-16 0.999999999923941
"355" 3.21058652773073e-09 5.91375172525945e-18 0.999999996789413
"356" 1.24804495771096e-11 1.35100659515718e-10 0.999999999852419
"357" 4.04451212648088e-10 1.43151471030116e-15 0.999999999595547
"358" 3.53789045613069e-09 9.17960425847179e-13 0.999999996461192
"359" 6.31332915186029e-09 5.49881841095802e-15 0.999999993686665
"360" 1.64536391343971e-13 4.85206137070578e-18 0.999999999999835
"361" 8.54614495530799e-07 1.97366034323149e-17 0.999999145385504
"362" 1.93817783495306e-15 5.26734082615939e-16 0.999999999999997
"363" 3.89671284389938e-07 1.17342171662204e-11 0.999999610316981
"364" 2.39538471669017e-09 2.90225314455534e-14 0.999999997604586
"365" 1.62649348377145e-08 1.84180077758594e-12 0.999999983733223
"366" 3.62467239716414e-09 1.59085505557353e-16 0.999999996375327
"367" 4.98321949574968e-09 7.61363652869949e-21 0.99999999501678
"368" 6.03635174263595e-06 3.20041618777664e-17 0.999993963648257
"369" 3.14270402552138e-11 3.15738265138948e-11 0.999999999936999
"370" 1.42382141174895e-07 4.08661450484524e-10 0.999999857209197
"371" 3.64854170960862e-09 5.45458711527956e-13 0.999999996350913
"372" 4.54216680070357e-11 4.78034303997117e-11 0.999999999906775
"373" 3.87438944316256e-10 3.95217062179955e-16 0.999999999612561
"374" 1.97127801179297e-07 6.50452644736315e-20 0.999999802872199
"375" 7.25431079905496e-15 3.10690502781866e-20 0.999999999999993
"376" 8.312630408179e-11 3.52817814583335e-08 0.999999964635092
"377" 1.61013140842993e-13 3.67140684466709e-20 0.999999999999839
"378" 4.62083793105852e-07 1.33126770669139e-17 0.999999537916207
"379" 2.37728393033528e-11 2.62683522985851e-15 0.999999999976224
"380" 5.64642948495881e-08 2.22598971524965e-11 0.999999943513445
"381" 2.23535638939713e-09 2.54508177392715e-16 0.999999997764643
"382" 3.22040283373395e-14 6.09084710536209e-18 0.999999999999968
"383" 1.01424769763802e-07 4.04268008400719e-13 0.999999898574826
"384" 1.23047357321092e-11 2.49212592933057e-15 0.999999999987693
"385" 0.00455096908468797 3.65713822440239e-12 0.995449030911655
"386" 2.80744229405717e-10 4.96740553673081e-16 0.999999999719255
"387" 1.07930206493696e-13 2.14324470335228e-15 0.99999999999989
"388" 2.7650368479649e-11 2.60182653684791e-13 0.999999999972089
"389" 8.14188829022109e-11 5.77575348004681e-20 0.999999999918581
"390" 1.94876358843104e-09 1.48557217827698e-13 0.999999998051088
"391" 5.47285784415931e-09 2.11391131585687e-12 0.999999994525028
"392" 1.34841300021599e-08 1.47371120461174e-20 0.99999998651587
"393" 2.06031092528088e-08 2.01041320400379e-17 0.999999979396891
"394" 1.77038858188278e-06 7.22393423552406e-18 0.999998229611418
"395" 8.39695037167428e-08 1.58202040250054e-13 0.999999916030338
"396" 2.48236239542054e-11 1.30291728554253e-13 0.999999999975046
"397" 2.99299475269895e-08 7.38934325729153e-16 0.999999970070052
"398" 6.54337409384598e-13 7.00089795739231e-14 0.999999999999276
"399" 1.02245413254187e-08 7.26757829113973e-14 0.999999989775386
"400" 3.21230013490578e-13 1.25177139267294e-17 0.999999999999679
"401" 7.5851589519569e-14 1.28566445619535e-15 0.999999999999923
"402" 1.22450916023262e-09 3.9056189431043e-19 0.999999998775491
"403" 1.10741528319432e-06 8.30134023420408e-15 0.999998892584709
"404" 2.14183571490846e-12 6.04908050750876e-16 0.999999999997858
"405" 1.99358667194223e-13 1.54479546356875e-16 0.9999999999998
"406" 4.65910046220965e-08 3.48590188605186e-11 0.999999953374136
"407" 1.09994093874416e-09 1.23249646132482e-17 0.999999998900059
"408" 8.01471008303937e-05 1.18852477689677e-16 0.99991985289917
"409" 3.82000652975847e-09 1.47368969661787e-12 0.99999999617852
"410" 4.61790301206758e-06 7.31190827860683e-13 0.999995382096257
"411" 5.69967670631962e-14 1.6404708277708e-19 0.999999999999943
"412" 6.11826282841999e-08 1.72281014978711e-13 0.999999938817199
"413" 7.62096487663994e-13 3.82824399781033e-23 0.999999999999238
"414" 2.27025573795636e-12 1.14394520059748e-13 0.999999999997615
"415" 1.30397345712378e-12 1.38370244624389e-19 0.999999999998696
"416" 1.69006617302449e-07 1.46383116226323e-18 0.999999830993383
"417" 8.06689316521337e-08 3.12081535396873e-20 0.999999919331068
"418" 4.91897042730915e-07 1.99777375019182e-16 0.999999508102957
"419" 7.59656731688066e-08 1.64403731494235e-17 0.999999924034327
"420" 1.87819496047539e-07 1.00638120891524e-15 0.999999812180503
"421" 7.53432585393009e-13 1.19345403684074e-11 0.999999999987312
"422" 1.37792563382215e-08 5.75351697519956e-14 0.999999986220686
"423" 1.45154593084054e-12 1.88150892570923e-19 0.999999999998548
"424" 6.54110990642013e-13 1.33034051496158e-20 0.999999999999346
"425" 5.1843217584435e-12 1.37649000725259e-21 0.999999999994816
"426" 4.15225603411639e-11 3.13668214277091e-16 0.999999999958477
"427" 5.92948963251857e-07 2.23195658743795e-16 0.999999407051036
"428" 5.93138453894046e-08 1.81790708576975e-11 0.999999940667975
"429" 5.78853235981778e-11 7.40923814353739e-14 0.999999999942041
"430" 0.000479551024318835 7.10494880437919e-16 0.99952044897568
"431" 1.15690424350418e-06 1.58791172872832e-17 0.999998843095756
"432" 0.000101389077595438 1.08192571383956e-14 0.999898610922394
"433" 4.79008929799686e-07 1.25026550884889e-14 0.999999520991058
"434" 1.16669177775934e-10 2.39845901859098e-17 0.999999999883331
"435" 5.04171573233536e-17 5.89485744216156e-19 1
"436" 1.39498891965462e-10 8.40028586714932e-14 0.999999999860417
"437" 9.99604514318887e-11 1.11677971722943e-14 0.999999999900028
